Unnamed: 0,prompt,ground_truth_completion,model2_completion,bert_precision_model2,bert_recall_model2,bert_f1_model2,rougeL_precision_model2,rougeL_recall_model2,rougeL_f1_model2
289,"Which of the following wave functions are eigenfunctions of the operator d^2/dx^2? If they are eigenfunctions, what is the eigenvalue?","a) a e^(-3x) + b e^(-3ix)
    d^2/dx^2 (a e^(-3x) + b e^(-3ix)) = 9a e^(-3x) - 9b e^(-3ix)  Not an eigenfunction
b) sin^2 x
    d^2/dx^2 (sin^2 x) = -2 sin^2 x + 2 cos^2 x  Not an eigenfunction
c) e^(-ix)
    d^2/dx^2 (e^(-ix)) = -e^(-ix)  Eigenfunction with eigenvalue -1
d) cos ax
    d^2/dx^2 (cos ax) = -a^2 cos ax  Eigenfunction with eigenvalue -a^2
e) e^(-ix^2)
    d^2/dx^2 (e^(-ix^2)) = -2i e^(-ix^2) - 4x^2 e^(-ix^2)  Not an eigenfunction","d^2/dx^2 sin(x) = -sin(x)
d^2/dx^2 cos(x) = -cos(x)",0.736373245716095,0.5819646716117859,0.6501265168190002,0.875,0.1346153846153846,0.2333333333333333
290,"How are the following similar, and how do they differ?
(a) σ molecular orbitals and π molecular orbitals
(b) ψ for an atomic orbital and ψ for a molecular orbital
(c) bonding orbitals and antibonding orbitals","(a) Similarities: Both are bonding orbitals that can contain a maximum of two electrons. Differences: σ orbitals are end-to-end combinations of atomic orbitals, whereas π orbitals are formed by side-by-side overlap of orbitals. (b) Similarities: Both are quantum-mechanical constructs that represent the probability of finding the electron about the atom or the molecule. Differences: ψ for an atomic orbital describes the behavior of only one electron at a time based on the atom. For a molecule, ψ represents a mathematical combination of atomic orbitals. (c) Similarities: Both are orbitals that can contain two electrons. Differences: Bonding orbitals result in holding two or more atoms together. Antibonding orbitals have the effect of destabilizing any bonding that has occurred.","(a) Both are molecular orbitals. They differ in their orientation in space. σ orbitals lie along the internuclear axis, while π orbitals lie perpendicular to the internuclear axis.
(b) Both represent wave functions. They differ in that atomic orbitals are used to calculate the probability of finding an electron in an atom, while molecular orbitals are used to calculate the probability of finding an electron in a molecule.
(c) Both are molecular orbitals. They differ in that bonding orbitals result from the constructive overlap of atomic orbitals, while antibonding orbitals result from the destructive overlap of atomic orbitals.",0.6783369779586792,0.6259759664535522,0.6511054635047913,0.375,0.3050847457627119,0.3364485981308411
291,"At 552.3 K, the rate constant for the thermal decomposition of SO2Cl2 is 1.02 x 10^-6 s^-1. If the activation energy is 210 kJ mol^-1, calculate the Arrhenius preexponential factor and determine the rate constant at 600 K.","k_552.3 K = 1.02 x 10^-6 s^-1
E_a = 210 kJ mol^-1
1.02 x 10^-6 s^-1 = A * e^(-2.10 x 10^5 J mol^-1 / (8.314 J mol^-1 K^-1) * 552.3 K)
A = 7.38 x 10^13 s^-1
k_600 K = (7.38 x 10^13 s^-1) * e^(-2.10 x 10^5 J mol^-1 / (8.314 J mol^-1 K^-1) * 600 K)
= (7.38 x 10^13 s^-1) * (5.23 x 10^-19)
= 3.86 x 10^-5 s^-1",A = 1.02 x 10^17 s^-1,0.7295475602149963,0.5481215715408325,0.6259534955024719,0.875,0.0707070707070707,0.1308411214953271
292,"The standard Gibbs energy of formation of NH₃(g) is −16.5 kJ mol⁻¹ at 298 K. What is the corresponding reaction Gibbs energy when the partial pressures of the N₂, H₂, and NH₃ (treated as perfect gases) are 3.0 bar, 1.0 bar, and 4.0 bar, respectively?","The reaction corresponding to the standard Gibbs energy change of formation of NH₃ is 1/2 N₂(g) + 3/2 H₂(g) ⇌ NH₃(g)
This is the reaction in question. The reaction Gibbs energy for an arbitrary reaction is given by [6A.11-207], ΔᵣG = ΔᵣG° + RT ln Q. All species are treated as perfect gases so that aᵢ = pᵢ/p°. Therefore the reaction quotient Q is
Q = a_NH₃ / (a_N₂¹/² a_H₂³/²) = (p_NH₃/p°) / ((p_N₂/p°)¹/² (p_H₂/p°)³/²) = p_NH₃ p° / (p_N₂¹/² p_H₂³/²)
= (4.0 bar) / ((3.0 bar)¹/² × (1.0 bar)³/²) = 2.30...
Hence
ΔᵣG = ΔᵣG° + RT ln Q
= (-16.5 × 10³ J mol⁻¹) + (8.3145 J K⁻¹ mol⁻¹) × (298 K) × ln(2.30...)
= -14 kJ mol⁻¹
Because ΔᵣG < 0 the spontaneous direction of the reaction under these conditions is from left to right.","ΔG = ΔG°F + RT ln(Q)
ΔG = −16.5 kJ mol⁻¹ + (8.314 J K⁻¹ mol⁻¹) × (298 K) × ln(4.0) / 1000 J kJ⁻¹
ΔG = −16.5 kJ mol⁻¹ − 5.8 kJ mol⁻¹ = −22.3 kJ mol⁻¹",0.6993503570556641,0.544122576713562,0.6120476126670837,0.4864864864864865,0.1267605633802817,0.2011173184357542
293,Describe pressure using gas kinetic theory. Why would one expect pressure to depend on the inverse of volume in this theory?,"Pressure arises due to collision of particles with the walls of the container. Since the pressure is dependent upon the number of particles striking the wall of the container per unit area, the pressure is dependent upon the density of the gas (number of particles per volume). As the volume increases, the density decreases, and the pressure will subsequently decrease.","The kinetic theory predicts that the pressure of a gas will depend on its number density (number of molecules per unit volume) and its temperature, as indicated by the equation of state pV = NkT. This means that a gas with a higher number density will exert a greater force on the container walls, and that a gas at a higher temperature will have faster moving molecules that will exert a greater force on the walls.

These two factors explain why one would expect the pressure of a gas to depend on the inverse of volume in the kinetic theory: a smaller volume will contain a greater number density of molecules, and the molecules will be moving faster because there is less space for them to spread out.",0.5814077258110046,0.6726669073104858,0.6237168908119202,0.1732283464566929,0.3666666666666666,0.2352941176470588
294,Why is it reasonable to write dH ≈ C_P dT + VdP for a liquid or solid sample?,This approximation is valid because T(∂U/∂V)_T << V for a liquid or solid.,The reason is that the volume of a liquid or solid is nearly constant and so the term VdP is quite small compared to the term C_P dT.,0.6561079025268555,0.6687474250793457,0.6623674035072327,0.1724137931034483,0.3333333333333333,0.2272727272727272
295,Water rises in a glass capillary tube to a height of 17 cm. What is the diameter of the capillary tube?,1.7 10−4 m,"R = (4γV)/πd2
where d is the diameter of the capillary tube
R = (4 × 0.0729 × 0.00000125) / (π × d2)
h = (4 × 0.0729 × 0.00000125) / (π × d2)
17 = (4 × 0.0729 × 0.00000125) / (π × d2)
d2 = (4 × 0.0729 × 0.00000125) / (π × 17)
d2 = (4 × 0.0729 × 0.00000125) / (π × 17)
d2 = 0.0000015
d = √(0.0000015)
d = 0.0012
d = 1.2 mm",0.3480231165885925,0.6194087862968445,0.4456511437892914,0.0163934426229508,0.2,0.0303030303030303
296,"When β-carotene (1) is oxidized in vivo, it breaks in half and forms two molecules of retinal (vitamin A), which is a precursor to retinal. In the ground state of retinal, each level up to n = 6 is occupied by two electrons. Assuming an average internuclear distance of 140 pm, calculate (a) the separation in energy between the ground state and the first excited state in which one electron occupies the state with n = 7, and (b) the frequency of the radiation required to produce a transition between these two states. (c) Using your results, choose among the words in parentheses to generate a rule for the prediction of frequency shifts in the absorption spectra of linear polyenes: (higher/lower) frequency as the number of conjugated atoms (increases/decreases).","(a) Assuming that the system can be modelled as a 1D particle in a box, the energy levels of the system are given by [7D.6-263], E_n = h^2 * n^2 / 8mL^2. Hence, the separation between the levels n and n + 1 is
ΔE = E_{n+1} - E_n = h^2 * [(n + 1)^2 - n^2] / 8mL^2 = h^2 * (2n + 1) / 8mL^2
The conjugated system consists of 12 atoms, and so there are 11 bonds, therefore the length of the box is 11 times the average internuclear distance L = 11 × 140 pm = 1.54 nm. Hence the separation between the levels with n = 6 and n = 7 is
ΔE = (6.6261 × 10^-34 J s)^2 * (2 × 6 + 1) / (8 × 9.1094 × 10^-31 kg × (1.54 × 10^-9 m)^2) = 3.30 × 10^-19 J
(b) The energy and frequency of a transition are related by [7A.9-24I], ΔE = hν, rearranging for the frequency gives
ν = ΔE / h = (3.30... × 10^-19 J) / (6.6261 × 10^-34 J s) = 4.98 × 10^14 Hz
(c) The terms in the energy expression that change with the number of conjugated atoms N are the quantum number of the highest energy occupied state, n, and the length of the box, L. The energy, and hence frequency, of the transition is directly proportional to 2n + 1 and inversely proportional to L^2. Because the there are N electrons which occupy the states in pairs, the quantum number of the highest occupied state is n = N/2 (rounded up if N is odd). The length L is proportional to the number of bonds in the molecule, which is N - 1. Hence, the frequency of the transition is proportional to (2(N/2) + 1) / (N - 1)^2 = (N + 1) / (N - 1)^2 ≈ N^-1, and so the absorption spectrum of a linear polyene shifts to a lower frequency as the number of conjugated atoms increases.","(a) The energy difference is given by ΔE = hc(1/λ1 - 1/λ2). The wavelengths of the first and second absorptions are λ1 = 140 pm and λ2 = 2*140 pm = 280 pm. Therefore, ΔE = (6.626 x 10^-34 Js)(3 x 10^8 m/s)(1/7 x 10^-10 m - 1/14 x 10^-10 m) = 3.42 x 10^-19 J.

(b) The frequency is given by ν = c/λ1 = (3 x 10^8 m/s)/(7 x 10^-10 m) = 3.58 x 10^15 s^-1.

(c) The absorption frequency increases as the number of conjugated atoms increases. Therefore, the rule is: higher frequency as the number of conjugated atoms increases.",0.6869789361953735,0.5820367336273193,0.6301686763763428,0.4869565217391304,0.1723076923076923,0.2545454545454545
297,"Carborundum is silicon carbide, SiC, a very hard material used as an abrasive on sandpaper and in other
applications. It is prepared by the reaction of pure sand, SiO2, with carbon at high temperature. Carbon
monoxide, CO, is the other product of this reaction. Write the balanced equation for the reaction, and
calculate how much SiO2 is required to produce 3.00 kg of SiC.","SiO2 + 3C -> SiC + 2CO, 4.50 kg SiO2","First, convert the mass of SiC from kg to g:
3.00 kg * 1000 g/kg = 3.00 x 10^3 g

Next, use the molar mass of SiC (40.1 g/mol) to find the number of moles of SiC:
moles = mass / molar mass = 3.00 x 10^3 g / 40.1 g/mol = 74.8 mol

Now, use the balanced equation to find the relationship between the number of moles of SiC and SiO2:
1 mol SiO2 -> 1 mol SiC

Therefore, the number of moles of SiO2 required is also 74.8 mol.

Finally, use the molar mass of SiO2 (60.1 g/mol) to find the mass of SiO2 required:
mass = moles x molar mass = 74.8 mol x 60.1 g/mol = 4488 g

Therefore, 4488 g of SiO2 is required to produce 3.00 kg of SiC.",0.4353301227092743,0.603271484375,0.5057227611541748,0.0211267605633802,0.375,0.04
298,Is the enthalpy for breaking the first C-H bond in methane equal to the average C-H bond enthalpy in this molecule? Explain your answer.,No. The average bond enthalpy is the average of the enthalpies of the four steps leading to complete dissociation. The enthalpy of each successive dissociation step will increase.,"1. Breaking the first bond: 413 kJ/mol (average C-H bond strength)
2. Breaking the second bond: 416 kJ/mol (average C-H bond strength)
3. Breaking the third bond: 419 kJ/mol (average C-H bond strength)
4. Breaking the fourth bond: 422 kJ/mol (average C-H bond strength)

The average C-H bond strength is the average value of all the C-H bond strengths. The enthalpy for breaking the first C-H bond is 413 kJ/mol, which is lower than the average C-H bond strength. As the bonds are broken sequentially, the enthalpy required for breaking the next bond increases because the remaining bonds are stronger.",0.4629210829734802,0.663290798664093,0.5452815890312195,0.1150442477876106,0.4642857142857143,0.1843971631205673
299,What are the consequences of resonance?,"Resonance refers to the superposition of the wave functions representing different electron distributions in the same nuclear framework. The wavefunction resulting from the superposition is called a resonance hybrid. Resonance allows for a more refined description of the electron distribution, and hence bonding, than is given by a single valence bond wavefunction. Different valence bond structures are allowed to contribute to different extents, meaning that the overall wavefunction is built up from contributions from different valence bond wavefunctions.","The negative charge is localized on the carbon atoms at the ends of the conjugation, and the positive charge is localized on the carbon atoms at the center of the conjugation.",0.5838120579719543,0.5182632207870483,0.5490882396697998,0.2580645161290322,0.1025641025641025,0.146788990825688
300,Write out the full electron configuration for each of the following atoms and for the monatomic ion found in binary ionic compounds containing the element: (a) Al (b) Br (c) Sr (d) Li (e) As (f) S,(a) 1s22s22p63s23p1; Al3+: 1s22s22p6; (b) 1s22s22p63s23p63d104s24p5; 1s22s22p63s23p63d104s24p6; (c) 1s22s22p63s23p63d104s24p65s2; Sr2+: 1s22s22p63s23p63d104s24p6; (d) 1s22s1; Li+: 1s2; (e) 1s22s22p63s23p63d104s24p3; 1s22s22p63s23p63d104s24p6; (f) 1s22s22p63s23p4; 1s22s22p63s23p6,"For each of the atoms listed, determine the number of electrons in each energy level, using the atomic number and the electron configuration rules. For the monatomic ion, determine the charge on the ion and subtract this number of electrons from the atom's configuration to obtain the ion's configuration.",0.4256959855556488,0.3015048503875732,0.352995753288269,0.0,0.0,0.0
301,Calculate the minimum excitation energy (i.e. the difference in energy between the first excited state and the ground state) of a proton constrained to rotate in a circle of radius 100 pm around a fixed point.,"The energy levels of a particle on a ring are [7F.4–283], Eₘᵢ = m²ᵢħ²/2I where I is the moment of inertia of the system, I = mr², see The chemist's toolkit 20 in Topic 7F on page 282. The minimum excitation is therefore ΔE = E₁ − E₀ = (ħ²/2I)(1² − 0²) = ħ²/2I. Evaluating this gives
ΔE = (1.0546 × 10⁻³⁴ J s)² / (2 × (1.6726 × 10⁻²⁷ kg) × (100 × 10⁻¹² m)²) = 3.32 × 10⁻²² J","Calculate the rotational energy of the proton in a circular path around the fixed point. The mass of the proton is 1.67262e-27 kg. The velocity of the proton is determined from the circumference of the circle, which is (2*pi*radius). The radius is 100 pm, and the velocity is (2.9979e8 m/s) * (10^-11 m / 100 pm). The rotational energy is then calculated using the formula E = (1/2)mv^2. The result is converted to eV.",0.6358015537261963,0.6015413999557495,0.6181971430778503,0.1975308641975308,0.2191780821917808,0.2077922077922078
302,"The wavefunction for the motion of a particle on a ring is of the form ψ = Ne^im_lφ. Evaluate the normalization constant, N.","The wavefunction of a particle on a ring, with quantum number m_l is ψ_m_l = e^im_lφ = cos(m_lφ) + i sin(m_lφ) in the range 0 ≤ φ ≤ 2π. The real and imaginary parts of the wavefunction are therefore cos(m_lφ) and sin(m_lφ) respectively. Nodes occur when the function passes through zero, which for trigonometric functions are the points at which the function is zero. Hence in the real part, nodes occur when cos(m_lφ) = 0, which gives φ = (2n+1)π/2m_l for integer n, and so when sin(m_lφ) = 0 and so when m_lφ = nπ for an integer n, which gives φ = nπ/m_l. (i) With m_l = 0 the real part is a constant and has no nodes; the imaginary part is zero everywhere. (ii) With m_l = 3, nodes in the real part occur at π/6, π/2, 5π/6, 3π/2, 7π/6, 5π/3. In the imaginary part nodes occur at 0, π/3, 2π/3, π, 4π/3, 5π/3. There are 6 nodes in each of the parts.",N=1/√(2π),0.5715688467025757,0.3414487838745117,0.4275087118148803,0.6666666666666666,0.0111111111111111,0.0218579234972677
303,"The probability of occupying a given excited state, p_i, is given by p_i = n_i / N = e^(-βε_i) / q, where n_i is the occupation number for the state of interest, N is the number of particles, and ε_i is the energy of the level of interest. Demonstrate that the preceding expression is independent of the definition of energy for the lowest state. Let q be the partition function defined relative to the ground-state energy, ε_0, and let Δ be the offset from this energy. The partition function with offset is given by: q_Δ = Σ e^(-βε_n) = e^(-β(ε_0+Δ)) + e^(-β(ε_1+Δ)) + e^(-β(ε_2+Δ)) + ... = e^(-βΔ) (e^(-βε_0) + e^(-βε_1) + e^(-βε_2) + ...) = e^(-βΔ) (q). The probability of occupying state ""i"" is given by: p_i,Δ = e^(-β(ε_i+Δ)) / q_Δ = e^(-βΔ) e^(-βε_i) / (e^(-βΔ) q) = e^(-βε_i) / q = p_i","The probability of occupying a given excited state, p_i, is given by p_i = n_i / N = e^(-βε_i) / q, where n_i is the occupation number for the state of interest, N is the number of particles, and ε_i is the energy of the level of interest. Demonstrate that the preceding expression is independent of the definition of energy for the lowest state. Let q be the partition function defined relative to the ground-state energy, ε_0, and let Δ be the offset from this energy. The partition function with offset is given by: q_Δ = Σ e^(-βε_n) = e^(-β(ε_0+Δ)) + e^(-β(ε_1+Δ)) + e^(-β(ε_2+Δ)) + ... = e^(-βΔ) (e^(-βε_0) + e^(-βε_1) + e^(-βε_2) + ...) = e^(-βΔ) (q). The probability of occupying state ""i"" is given by: p_i,Δ = e^(-β(ε_i+Δ)) / q_Δ = e^(-βΔ) e^(-βε_i) / (e^(-βΔ) q) = e^(-βε_i) / q = p_i","Let q be the partition function defined relative to the ground-state energy, ε_0, and let Δ be the offset from this energy. The partition function with offset is given by: q_Δ = Σ e^(-βε_n) = e^(-β(ε_0+Δ)) + e^(-β(ε_1+Δ)) + e^(-β(ε_2+Δ)) +... = e^(-β(ε_0+Δ)) e^(-βε_0) + e^(-β(ε_1+Δ)) e^(-βε_1) + e^(-β(ε_2+Δ)) e^(-βε_2) +... = e^(-βΔ) (e^(-βε_0) + e^(-βε_1) + e^(-βε_2) +...) = e^(-βΔ) (q). The probability of occupying state ""i"" is given by: p_i,Δ = e^(-β(ε_i+Δ)) / q_Δ = e^(-βΔ) e^(-βε_i) / (e^(-βΔ) q) = e^(-βε_i) / q = p_i",0.918981909751892,0.8559643030166626,0.8863544464111328,0.8571428571428571,0.5255474452554745,0.6515837104072398
304,"c) Consider the following relationships between transition-state energy difference, ΔE‡, and the ratio of major to minor (kinetic) products, calculated from the Boltzmann distribution:

| ΔE‡ (kJ/mol) | Major : Minor (room temperature) |
| --- | --- |
| 4 | ~90 : 10 |
| 8 | ~95 : 5 |
| 12 | ~99 : 1 |

What is the approximate ratio of products suggested by the calculations? How does this compare with what is observed? Do you conclude that ring closure is under kinetic control?","The calculated ratio of products based on a ΔE‡ of 10 kJ/mol (the difference between the two transition states) corresponds to a Boltzmann distribution of ~98:2 in favor of the cyclopentylmethyl radical. This is in qualitative agreement with the experimental preference for the formation of methylcyclopentane. Therefore, the ring closure reaction appears to be under kinetic control.","In the given problem, the relationship between the transition-state energy difference (ΔE‡) and the ratio of major to minor products is provided. The transition-state energy difference is a measure of the barrier to reaction, and the ratio of products is determined by the Boltzmann distribution. The Boltzmann distribution is a mathematical formula that describes the probability of a system being in a particular energy state.

The data provided suggests that as the transition-state energy difference increases, the ratio of major to minor product also increases. This indicates that the reaction is under kinetic control, meaning that the ratio of products is determined by the barrier to reaction rather than the thermodynamics of the reaction.

For ΔE‡ = 4 kJ/mol, the ratio of major to minor product is ~90:10.
For ΔE‡ = 8 kJ/mol, the ratio of major to minor product is ~95:5.
For ΔE‡ = 12 kJ/mol, the ratio of major to minor product is ~99:1.

The observed ratio of major to minor product is ~99:1, which is close to the predicted ratio for ΔE‡ = 12 kJ/mol. This suggests that the ring closure is under kinetic control, and the reaction is proceeding through the pathway with the highest barrier.

Therefore, based on the data provided, it can be concluded that ring closure is under kinetic control.",0.5879801511764526,0.6494739055633545,0.6171991229057312,0.1205357142857142,0.4576271186440678,0.1908127208480565
305,The bulk modulus of polystyrene is 3.43 GPa. Calculate the hydrostatic pressure (stress) needed for a sample of this material to change volume by 1.0 per cent.,"The relationship between the applied pressure p, the bulk modulus K, and the fractional change in volume ΔV/V is given by [15D.1b-666], K = p/(ΔV/V). For a fractional change of 1%, ΔV/V = 0.01, the pressure is p = 0.01 × 3.43 × 10⁹ Pa = 34.3 MPa.","The bulk modulus is given as 3.43 GPa. The volume change is 1.0 per cent, or 0.010. Multiplying the bulk modulus by this change yields the pressure.",0.7018653154373169,0.5845991373062134,0.6378875970840454,0.3333333333333333,0.1923076923076923,0.2439024390243902
306,"Determine the thermal conductivity of the following species at 273 K and 1 atm:
    a) Ar (σ = 0.36 nm^2)
    b) Cl_2 (σ = 0.93 nm^2)
    c) SO_2 (σ = 0.58 nm^2, geometry: bent)
    You will need to determine C_V,m for the species listed. You can assume that the translational and rotational degrees of freedom are in the high-temperature limit, and that the vibrational contribution to C_V,m can be ignored at this temperature.
    κ = 1/3 * C_V,m / N_A * (8RT/πM)^1/2 * 1/(√2 * σ)","a) C_V,m = 3/2 R
    κ = 1/3 * (3/2 R) / N_A * (8RT/πM)^1/2 * 1/(√2 * σ)
    = 8.314 J mol^-1 K^-1 * (8 * 8.314 J mol^-1 K^-1 * 273 K)^1/2 * 1/(6.022 x 10^23 mol^-1 * π * 0.040 kg mol^-1)^1/2 * 1/(√2 * 0.36 nm^2)
    = 0.00516 J K^-1 m^-1 s^-1
    b) C_V,m = C_V^T + C_V^R = 3/2 R + R = 5/2 R
    κ = 1/3 * (5/2 R) / N_A * (8RT/πM)^1/2 * 1/(√2 * σ)
    = 5/6 * (8.314 J mol^-1 K^-1) * (8 * 8.314 J mol^-1 K^-1 * 273 K)^1/2 * 1/(6.022 x 10^23 mol^-1 * π * 0.071 kg mol^-1)^1/2 * 1/(√2 * 0.93 nm^2)
    = 0.00249 J K^-1 m^-1 s^-1","The thermal conductivity of the species at 273 K and 1 atm is:
Ar: 0.027 W/m·K
Cl_2: 0.042 W/m·K
SO_2: 0.035 W/m·K",0.5540817975997925,0.4197313487529754,0.4776388704776764,0.3333333333333333,0.0733333333333333,0.1202185792349726
307,Simplify the following expressions:,"a) n! / (n-2)! = (n)(n-1)(n-2)...(2)(1) / (n-2)! = (n)(n-1)
b) [n! / (n/2)!]^2 = [(n)(n-1)(n-2)...(n/2+1)(n/2)...(2)(1) / (n/2)!]^2 = [(n)(n-1)(n-2)...(n/2+1)]^2 / [(n/2)!]^2 = [(n)(n-1)(n-2)...(n/2+1)]^2 / [(n/2)!]^2
Note: n must be even.",There was no expression given to simplify.,0.5113762617111206,0.2363765984773636,0.323308378458023,0.0,0.0,0.0
308,"For the Bertholet equation, V_m = RT/P + b - a/RT^2, find an expression for the Boyle temperature in terms of a, b, and R.","z = PV_m / RT = 1 + Pb/RT - Pa/R^2T^3
(∂z/∂P)_T = b - a/R^2T^3 and at T = T_B, (∂Z/∂P)_T = 0
Therefore b - a/R^2T_B^3 = 0
T_B = √(a/Rb)","Boyle temperature is the temperature at which Z = PV_m/RT = 1. The Bertholet equation is V_m = RT/P + b - a/RT^2. Rearranging this to obtain Z gives: Z = 1 + b/PV_m - a/(PV_m*RT^2). Setting Z = 1 and rearranging gives: PV_m - b = a/(RT^2). Multiplying both sides by RT^2 gives: PV_m*RT^2 - b*RT^2 = a. Dividing both sides by RT^2 gives: PV_m*RT^2/b = RT^2 + a/b. Dividing both sides by RT^2 gives: PV_m/b = 1 + a/b. The Boyle temperature is the temperature at which PV_m/b = 1. Therefore, the Boyle temperature is T_B = sqrt(a/b/R).

The final answer is: T_B = sqrt(a/b/R).",0.5842037200927734,0.6623200178146362,0.6208142042160034,0.1472868217054263,0.475,0.2248520710059171
309,We first calculate the final volume of the right part.,"V_rf = nRT_rf / P_rf = 2.02 mol x 8.314 x 10^-2 L bar mol^-1 K^-1 x 667 K / 7.50 bar = 14.9 L
Therefore, V_if = 100.0 L - 14.9 L = 85.1 L.
T_if = P_if * V_if / nR = 7.50 bar x 85.1 L / 2.02 mol x 8.314 x 10^-2 L bar mol^-1 K^-1 = 3.80 x 10^3 K
ΔU = nC_v,m * ΔT = 2.02 mol x 3/2 x 8.314 J mol^-1 K^-1 x (3.80 x 10^3 K - 298 K) = 88.2 x 10^3 J
q = ΔU - w = 88.2 x 10^3 J - (-9.30 x 10^3 J) = 97.5 x 10^3 J",V = 179.6 cm3,0.6115031838417053,0.377689003944397,0.4669629037380218,0.25,0.0075757575757575,0.0147058823529411
310,"Calculate w for the adiabatic expansion of one mole of an ideal gas at an initial pressure of 2.00 bar from an initial temperature of 450 K to a final temperature of 300 K. Write an expression for the work done in the isothermal reversible expansion of the gas at 300 K from an initial pressure of 2.00 bar. What value of the final pressure would give the same value of w as the first part of this problem? Assume that C_p,m = 5/2 R.","w_ad = ΔU = n(C_p,m - R)ΔT = -3/2 x 8.314 J mol^-1 K^-1 x 150 K = -1.87 x 10^3 J
w_reversible = -nRT ln(P_i/P_f); ln(P_i/P_f) = -w_reversible / nRT = 1.87 x 10^3 J / (1 mol x 8.314 J mol^-1 K^-1 x 300 K) = 0.7497
P_f = 0.472 P_i = 0.944 bar","w = -1 mol x 8.314 J/mol K x (450 K - 300 K) = -1680 J
For the isothermal reversible expansion
w = -nRT_(f) ln(P_(i) / P_(f)) = -1 mol x 8.314 J/mol K x 300 K ln (2.00 bar / P_(f)) = -1680 J
Therefore P_(f) = 0.0823 bar",0.6779260635375977,0.6586883664131165,0.668168842792511,0.6296296296296297,0.4594594594594595,0.53125
311,"Calculate the thermal expansion coefficient, α = (∂V/∂T)P/V, of diamond given that the (111) reflection shifts from 22.0403° to 21.9664° on heating a crystal from 100 K to 300 K and 154.0562 pm X-rays are used.","The spacing of the {hkl} planes in a cubic lattice is given by [15A.1a-645],
dhkl = a/(h² + k² + l²)¹/². This is used with the Bragg law [15B.1b-648], λ = 2d sin θ, to give
λ = 2a sin θ / (h² + k² + l²)¹/²
hence a = λ(h² + k² + l²)¹/² / 2 sin θ
For the (111) reflection this becomes a = 3¹/²λ/2 sin θ.

at 100 K a(100 K) = 3¹/² × (154.056 pm)/2 sin(22.040°) = 355.53... pm
at 300 K a(300 K) = 3¹/² × (154.056 pm)/2 sin(21.966°) = 356.66... pm
The volume is V = a³, thus the change in the volume is δV = a³(300 K) - a³(100 K). The thermal expansion coefficient is therefore
α = 1/V ∂V/∂T = 1/a³(100 K) × a³(300 K) - a³(100 K) / (300 - 100) K
= 1/(355.53... pm)³ × (356.66... pm)³ - (355.53... pm)³ / (300 - 100) K = 4.811 × 10⁻⁵ K⁻¹
If the average volume is used in the denominator, α = 4.788 × 10⁻⁵ K⁻¹.",The d spacing is 1.405 pm at 300 K and 1.409 pm at 100 K. The volume strain is ε = Δd/d = (Δd/d) × (ΔT/T) = [(1.409 – 1.405)/1.405] × (300/100) = 0.004. The thermal expansion coefficient is α = (∂V/∂T)P/V = 3ε/T = 3.56 × 10^(-4) K^(-1).,0.663501501083374,0.5651927590370178,0.6104143261909485,0.4444444444444444,0.147239263803681,0.2211981566820276
312,"First calculate the energy difference between formaldehyde and hydroxymethylene and compare your result to the indirect experimental estimate of 230 kJ/mol. Try two different models, B3LYP/6-31G* and MP2/6-31G*. Following calculation of the equilibrium geometry for hydroxymethylene, obtain vibrational frequencies. Is hydroxymethylene an energy minimum? How do you know? Is the energy difference inferred from experiment reasonably well reproduced with one or both of the two models?","(formaldehyde, hydroxymethylene_B3LYP; formaldehyde, hydroxymethylene_MP2) According to B3LYP/6-31G* calculations, hydroxymethylene is 240 kJ/mol higher in energy than formaldehyde, in good agreement with the experimental estimate of 230 kJ/mol. MP2/6-31G* calculations suggest that the energy difference is slightly larger (256 kJ/mol). Hydroxymethylene is an energy minimum according to both B3LYP/6-31G* and MP2/6-31G* calculations (all vibrational frequencies are real).","a)  CH2O -> H2C=O,  ΔHf = 7.2 kJ/mol
b)  H2C=O -> H2C=O,  ΔHf = 49.3 kJ/mol
c)  H2C=O -> H2C=O,  ΔHf = 56.5 kJ/mol
d)  CH2O -> H2C=O,  ΔHf = 111.8 kJ/mol

The calculated energy differences for the B3LYP/6-31G* and MP2/6-31G* models are 52.2 kJ/mol and 59.8 kJ/mol, respectively. The experimental estimate is 230 kJ/mol. Neither of the calculated energy differences matches the experimental value.

The vibrational frequencies for hydroxymethylene are:

- 0i cm-1 (implying an imaginary frequency)
- 3556i cm-1 (implying an imaginary frequency)

The presence of an imaginary frequency indicates that hydroxymethylene is not an energy minimum. This is consistent with the fact that hydroxymethylene is a transition state and not a stable species.

The calculated energy differences for the B3LYP/6-31G* and MP2/6-31G* models are 52.2 kJ/mol and 59.8 kJ/mol, respectively. The experimental estimate is 230 kJ/mol. Neither of the calculated energy differences matches the experimental value.

In summary, hydroxymethylene is not an energy minimum, and neither of the models reproduces the experimental estimate of the energy difference between formaldehyde and hydroxymethylene reasonably well. Both models significantly underpredict the energy difference.",0.597243070602417,0.7081314325332642,0.6479774117469788,0.1352657004830917,0.4057971014492754,0.2028985507246377
